# x
-1.998713612556457520e-02 -2.000000094994902611e-03
-1.992540061473846436e-02 -2.000000094994902611e-03
-1.986366324126720428e-02 -2.000000094994902611e-03
-1.980192773044109344e-02 -2.000000094994902611e-03
-1.974019035696983337e-02 -2.000000094994902611e-03
-1.967845484614372253e-02 -2.000000094994902611e-03
-1.961671747267246246e-02 -2.000000094994902611e-03
-1.955498196184635162e-02 -2.000000094994902611e-03
-1.949324458837509155e-02 -2.000000094994902611e-03
-1.943150907754898071e-02 -2.000000094994902611e-03
-1.936977356672286987e-02 -2.000000094994902611e-03
-1.930803619325160980e-02 -2.000000094994902611e-03
-1.924629881978034973e-02 -2.000000094994902611e-03
-1.918456330895423889e-02 -2.000000094994902611e-03
-1.912282779812812805e-02 -2.000000094994902611e-03
-1.906109042465686798e-02 -2.000000094994902611e-03
-1.899935491383075714e-02 -2.000000094994902611e-03
-1.893761754035949707e-02 -2.000000094994902611e-03
-1.887588202953338623e-02 -2.000000094994902611e-03
-1.881414465606212616e-02 -2.000000094994902611e-03
-1.875240914523601532e-02 -2.000000094994902611e-03
-1.869067177176475525e-02 -2.000000094994902611e-03
-1.862893626093864441e-02 -2.000000094994902611e-03
-1.856720075011253357e-02 -2.000000094994902611e-03
-1.850546337664127350e-02 -2.000000094994902611e-03
-1.844372600317001343e-02 -2.000000094994902611e-03
-1.838199049234390259e-02 -2.000000094994902611e-03
-1.832025498151779175e-02 -2.000000094994902611e-03
-1.825851760804653168e-02 -2.000000094994902611e-03
-1.819678209722042084e-02 -2.000000094994902611e-03
-1.813504472374916077e-02 -2.000000094994902611e-03
-1.807330921292304993e-02 -2.000000094994902611e-03
-1.801157370209693909e-02 -2.000000094994902611e-03
-1.794983632862567902e-02 -2.000000094994902611e-03
-1.788809895515441895e-02 -2.000000094994902611e-03
-1.782636344432830811e-02 -2.000000094994902611e-03
-1.776462793350219727e-02 -2.000000094994902611e-03
-1.770289056003093719e-02 -2.000000094994902611e-03
-1.764115504920482635e-02 -2.000000094994902611e-03
-1.757941767573356628e-02 -2.000000094994902611e-03
-1.751768216490745544e-02 -2.000000094994902611e-03
-1.745594479143619537e-02 -2.000000094994902611e-03
-1.739420928061008453e-02 -2.000000094994902611e-03
-1.733247190713882446e-02 -2.000000094994902611e-03
-1.727073639631271362e-02 -2.000000094994902611e-03
-1.720900088548660278e-02 -2.000000094994902611e-03
-1.714726351201534271e-02 -2.000000094994902611e-03
-1.708552613854408264e-02 -2.000000094994902611e-03
-1.702379062771797180e-02 -2.000000094994902611e-03
-1.696205511689186096e-02 -2.000000094994902611e-03
-1.690031774342060089e-02 -2.000000094994902611e-03
-1.683858223259449005e-02 -2.000000094994902611e-03
-1.677684485912322998e-02 -2.000000094994902611e-03
-1.671510934829711914e-02 -2.000000094994902611e-03
-1.665337197482585907e-02 -2.000000094994902611e-03
-1.659163646399974823e-02 -2.000000094994902611e-03
-1.652989909052848816e-02 -2.000000094994902611e-03
-1.646816357970237732e-02 -2.000000094994902611e-03
-1.640642806887626648e-02 -2.000000094994902611e-03
-1.634469069540500641e-02 -2.000000094994902611e-03
-1.628295332193374634e-02 -2.000000094994902611e-03
-1.622121781110763550e-02 -2.000000094994902611e-03
-1.609774492681026459e-02 -2.000000094994902611e-03
-1.603600941598415375e-02 -2.000000094994902611e-03
-1.597427204251289368e-02 -2.000000094994902611e-03
-1.591253653168678284e-02 -2.000000094994902611e-03
-1.585079915821552277e-02 -2.000000094994902611e-03
-1.578906364738941193e-02 -2.000000094994902611e-03
-1.572732813656330109e-02 -2.000000094994902611e-03
-1.566559076309204102e-02 -2.000000094994902611e-03
-1.560385525226593018e-02 -2.000000094994902611e-03
-1.554211787879467010e-02 -2.000000094994902611e-03
-1.548038236796855927e-02 -2.000000094994902611e-03
-1.541864499449729919e-02 -2.000000094994902611e-03
-1.535690948367118835e-02 -2.000000094994902611e-03
-1.529517211019992828e-02 -2.000000094994902611e-03
-1.523343659937381744e-02 -2.000000094994902611e-03
-1.517169922590255737e-02 -2.000000094994902611e-03
-1.510996371507644653e-02 -2.000000094994902611e-03
-1.504822634160518646e-02 -2.000000094994902611e-03
-1.498649083077907562e-02 -2.000000094994902611e-03
